0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,2,0,4,8,4,29,31
0,2,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,7,4,26,6
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,4,0,3,8,4,11,32
0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,8,4,2,27
3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,1,0,8,4,18,34
0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,8,4,17,30
0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,4,0,0,0,0,0,0,0,1,3,0,0,0,0,2,8,4,13,29
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,8,4,13,1
3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1,8,4,18,35
1,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,4,9,0
0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,29,3
0,0,0,0,4,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,7,4,4,28
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,3,0,2,0,0,0,2,2,0,0,0,0,0,0,0,8,4,17,2
0,0,0,3,0,3,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,8,4,7,29
0,0,2,4,0,1,2,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,5
2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,4,2,31
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,4,32,18
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,7,4,20,33
2,3,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,8,5,12,31
3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,0,0,4,0,0,0,0,8,5,0,23
0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,3,0,0,0,0,0,8,5,1,3
0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,8,5,17,32
2,0,0,2,0,0,0,0,0,0,1,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,8,5,12,10
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,2,0,0,2,0,0,2,0,8,5,5,7
0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,5,6,24
3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,5,15,4
0,0,0,3,0,4,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,8,5,35,30
1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3,8,5,35,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,2,0,2,7,5,35,6
0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,7,5,32,2
0,1,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,8,5,33,1
0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,1,2,0,8,5,19,33
2,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7,5,9,29
2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,4,0,8,5,29,25
0,0,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,8,5,14,34
0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,8,5,8,30
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,3,2,0,0,0,2,0,3,0,0,0,0,1,0,0,0,8,5,16,32
1,0,0,4,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,5,16,0
0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,7,6,27,34
0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,8,6,2,34
0,2,0,0,2,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,35,12
1,0,0,0,2,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,8,6,27,0
0,3,3,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,6,12,33
0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,8,6,2,29
0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,6,11,34
0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,4,8,6,23,33
0,0,0,0,0,2,0,2,0,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,8,6,5,25
0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,2,0,0,4,0,0,2,0,0,0,3,0,0,0,0,2,0,0,8,6,33,16
0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,2,2,0,8,6,33,3
0,2,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,6,2,18
0,0,0,4,0,1,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,8,6,25,5
0,0,0,0,0,2,3,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,8,6,10,35
0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,1,7,6,1,35
0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,8,6,18,5
0,0,0,0,1,0,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,3,0,8,6,27,4
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,7,6,26,11
0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,2,8,6,35,32
0,2,0,0,2,0,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,8,6,33,35
3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,3,8,7,3,22
0,0,0,0,3,0,0,0,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,8,7,4,34
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,8,7,15,23
0,4,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,8,7,33,35
4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,7,0,11
0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,0,8,7,26,1
0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,8,7,32,17
1,0,2,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,8,7,10,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,2,8,7,35,11
0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,3,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,8,7,14,17
0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,8,7,11,18
0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,1,0,0,2,0,4,0,2,0,0,0,0,0,8,7,19,23
1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,7,8,0
1,0,0,0,0,4,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,8,7,12,0
0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,8,7,15,5
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,8,7,5,29
0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,2,0,2,0,0,0,3,0,0,0,0,8,7,31,5
0,2,0,2,0,0,1,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,13,6
0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,8,7,17,32
4,0,0,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,10,5
0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,2,2,0,2,0,0,4,0,2,0,0,0,0,0,3,0,0,1,0,0,0,10,5,18,32
4,2,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,10,5,24,28
0,0,2,0,2,0,0,2,0,0,4,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,10,5,12,31
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,5,29,18
0,0,1,0,0,3,0,4,0,0,0,0,0,2,0,0,0,3,0,0,2,0,3,0,0,0,0,2,0,0,0,4,0,0,2,0,10,5,22,2
3,0,0,0,0,4,4,0,0,2,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,10,5,6,19
1,0,2,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,9,5,30,0
0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,2,2,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,9,5,18,1
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,2,0,7,5,26,11
0,2,0,0,2,0,0,0,4,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,9,5,35,13
0,0,0,0,0,0,3,0,0,0,3,0,0,2,2,0,0,3,0,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,0,1,10,5,10,35
0,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,2,0,0,0,1,0,0,0,0,10,5,1,31
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,8,5,18,5
0,2,0,0,0,0,0,2,0,0,4,2,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,10,5,20,23
2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,9,5,6,17
0,0,4,0,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,4,0,0,0,10,5,22,12
1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,2,3,0,0,4,0,0,2,0,0,0,2,10,5,31,0
0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,3,2,0,0,0,0,3,0,4,0,0,0,0,10,5,19,2
3,0,0,2,3,0,0,0,2,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,10,5,3,34
0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,4,0,9,5,24,5
2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,2,2,0,0,0,0,0,3,0,4,0,0,0,0,0,9,6,20,4
1,0,0,0,0,2,0,2,0,2,0,0,0,2,3,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,0,0,0,0,0,0,10,6,7,0
3,0,2,4,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,10,6,4,18
4,0,0,0,2,0,0,0,4,3,0,0,0,0,2,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2,10,6,21,31
0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,8,6,11,30
0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,2,2,2,0,1,0,0,0,0,2,10,6,35,30
1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,2,2,0,0,0,0,0,0,0,0,9,6,2,0
0,0,0,0,0,4,0,3,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,2,0,2,2,0,0,0,1,0,10,6,11,34
0,0,0,0,0,0,3,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,4,0,0,3,2,0,2,0,1,0,0,2,0,0,10,6,28,30
0,2,0,0,2,0,1,0,3,2,0,0,0,2,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,10,6,9,6
3,0,0,0,3,0,1,0,3,0,0,2,0,0,3,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10,6,23,6
4,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,9,6,16,30
0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,7,6,35,2
0,1,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,2,4,0,0,0,2,0,0,4,0,10,6,26,1
1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,2,2,0,0,2,10,6,31,0
0,0,0,0,0,0,1,0,2,0,0,4,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0,0,0,9,6,11,6
2,2,0,0,2,0,0,0,0,0,0,1,0,3,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,10,6,4,11
0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,2,0,2,10,6,33,18
4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,2,2,0,0,3,0,0,0,0,10,6,25,23
0,4,0,0,0,2,0,2,0,3,0,0,0,2,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,10,6,5,31
0,0,0,0,0,4,0,3,3,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,10,7,34,30
0,0,0,0,0,1,0,0,0,2,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,3,0,2,0,0,0,4,0,0,0,0,10,7,12,5
1,0,0,0,2,4,0,0,0,0,3,3,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,7,20,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,4,2,0,0,0,3,10,7,26,0
0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,3,2,3,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,10,7,4,30
0,0,2,0,0,0,2,2,0,2,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,9,7,14,34
1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,3,2,0,0,3,0,0,2,0,0,0,0,0,0,2,0,9,7,9,0
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,1,0,0,8,7,31,33
1,0,2,0,3,0,0,0,0,2,0,0,0,2,0,2,0,0,3,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,10,7,23,0
0,4,0,0,0,0,2,0,0,3,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,2,0,0,10,7,32,16
0,3,0,0,0,0,0,0,0,4,2,0,2,2,0,2,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,21,17
0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,3,2,2,0,0,0,0,2,10,7,21,7
0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,2,0,0,0,0,3,0,2,10,7,22,4
2,0,2,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,0,0,0,0,1,0,10,7,14,34
0,0,0,0,1,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,2,2,0,10,7,25,4
1,0,0,0,2,0,0,3,0,0,0,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,10,7,7,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0,3,0,2,0,2,0,0,0,0,1,0,8,7,14,34
0,0,0,0,2,0,0,0,2,0,0,0,3,2,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,4,0,0,0,0,9,7,4,23
4,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,2,0,0,0,10,7,32,29
3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,4,0,0,2,0,2,9,7,18,29
3,0,0,0,3,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,9,8,0,30
0,3,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,4,0,0,1,0,0,10,8,18,33
0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,2,2,0,0,0,3,4,0,0,0,10,8,26,1
3,0,2,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,8,28,5
0,1,0,2,2,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,10,8,4,1
0,0,2,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,2,0,10,8,10,18
0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,3,3,0,0,0,0,0,0,1,10,8,13,35
2,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,1,10,8,18,35
0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,4,0,2,0,0,2,2,0,0,2,0,0,0,1,10,8,24,35
0,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,9,8,35,17
1,0,0,0,0,0,0,2,2,2,0,0,0,4,0,2,0,2,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,8,26,0
0,0,0,0,4,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,2,0,0,3,10,8,8,30
2,0,2,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,3,0,10,8,2,4
1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,0,2,0,0,2,0,3,0,3,0,0,0,0,10,8,29,0
0,0,0,0,0,1,2,0,0,0,0,0,2,0,2,0,0,3,0,0,2,2,0,2,0,0,0,0,0,3,0,0,0,0,2,0,10,8,6,5
